airline_id,name,iata,icao,active
1658,Carib Aviation,,DEL,N
1659,Carib Express,,BCB,N
1660,Caribair,,CBC,N
1661,Caribbean Air Cargo,,DCC,N
1662,Caribbean Air Transport,,CLT,N
1663,Caribbean Airlines,BW,BWA,Y
1664,Caribbean Airways,,IQQ,N
1665,Caribbean Express,,TLC,N
1666,Caribbean Star Airlines,8B,GFI,N
1667,Caribintair,,CRT,N
1668,Carill Aviation,,CVG,N
1669,Carpatair,V3,KRP,Y
1670,Carranza,,CRR,N
1671,Carroll Air Service,,ULS,N
1672,Casement Aviation,,CMT,N
1673,Casino Airline,,CSO,N
1674,Casper Air Service,,CSP,N
1675,Caspian Airlines,RV,CPN,Y
1676,Castle Aviation,,CSJ,N
1677,Cat Aviation,,CAZ,N
1678,Catalina Flying Boats,,CBT,N
1679,Catex,,TEX,N
1680,Cathay Pacific,CX,CPA,Y
1681,Caverton Helicopters,,CJR,N
1682,Cayman Airways,KX,CAY,Y
1683,Cebu Pacific,5J,CEB,Y
1684,Cecil Aviation,,CIL,N
1685,Cega Aviation,,CEG,N
1686,Celtic Airways,,CEC,N
1687,Celtic West,,CWE,N
1688,Centavia,7N,CNA,N
1689,Cente D'Essais En Vol,,CEV,N
1690,Centennial Airlines,,CNL,N
1691,Centennial Flight Centre,,CNS,N
1692,Center Vol,,CVO,N
1693,Center-South,,CTS,N
1694,Centrafrican Airlines,,CET,N
1695,Central Air Express,,CAX,N
1696,Central Airlines,,CTL,N
1697,Central Airways,,CNY,N
1698,Central American Airlines,,ACN,N
1699,Central Aviation,,YOG,N
1700,Central Connect Airlines,,CCG,Y
1701,Central De Discos De Reynosa,,DRN,N
1702,Central European Airlines,,CMA,N
1703,Central Flying Service,,CHA,N
1704,Central Mongolia Airways,,CEM,N
1705,Central Mountain Air,,GLR,N
1706,Central Queensland Aviation College,,CQC,N
1707,Central Skyport,,CSI,N
1708,Centralwings,C0,CLW,Y
1709,Centre Airlines,,DTV,N
1710,Centre of Applied Geodynamica,,CGS,N
1711,Centre-Avia,J7,CVC,N
1712,Centro De Helicopteros Corporativos,,CCV,N
1713,Centro de Formacion Aeronautica de Canarias,,ACF,N
1714,Centurion Air Cargo,WE,CWC,N
1715,Century Aviation,,URY,N
1716,Century Aviation International,,HAI,N
1717,Certified Air Dispatch,,XAD,N
1718,Cetraca Aviation Service,,CER,N
1719,Chabahar Airlines,,IRU,N
1720,Chalair Aviation,,CLG,N
1721,Chalk's Ocean Airways,OP,CHK,N
1722,Challenge Air Transport,,CLS,N
1723,Challenge Aviation,,CHS,N
1724,Challenge International Airlines,,OFF,N
1725,AC Challenge Aero,,CHG,N
1726,Champagne Airlines,,CPH,N
1727,Champion Air,MG,CCP,N
1728,Chanchangi Airlines,,NCH,N
1729,Changan Airlines,2Z,CGN,N
1730,Channel Island Aviation,,CHN,N
1731,Chantilly Air,,WML,N
1732,Chaparral Airlines,,CPL,N
1733,Chari Aviation Services,S8,CSU,N
1734,Charlan Air Charter,,CAH,N
1735,Charlie Hammonds Flying Service,,HMD,N
1736,Charlotte Air National Guard,,CGD,N
1737,Charter Air,,CHW,Y
1738,Chartright Air,,HRT,N
1739,Chautauqua Airlines,RP,CHQ,Y
1740,Cheboksary Airenterprise JSC,,CBB,N
1741,Chemech Aviation,,CHM,N
1742,Cherline,,CHZ,N
1743,Chernomor-Avia,,CMK,N
1744,Cherokee Express,,CBM,N
1745,Cherry Air,,CCY,N
1746,Chesapeake Air Service,,CAB,N
1747,Chevron U.S.A,,CVR,N
1748,Cheyenne Airways,,CYA,N
1749,Chicago Air,,CGO,N
1750,Chicago Express,C8,WDY,N
1751,Chief Rat Flight Services,,RAT,N
1752,Chilchota Taxi Aereo,,CCH,N
1753,Chilcotin Caribou Aviation,,DES,N
1754,Chilliwack Aviation,,CAD,N
1755,Chim-Nir Aviation,,ETN,N
1756,China Airlines,CI,CAL,Y
1757,China Cargo Airlines,CK,CKK,N
1758,China Eastern Airlines,MU,CES,Y
1759,China Express Airlines,,HXA,N
1760,China Flying Dragon Aviation,,CFA,N
1761,China General Aviation Corporation,,CTH,N
1762,China National Aviation Corporation,,CAG,N
1763,China Northern Airlines,CJ,CBF,N
1764,China Northwest Airlines,WH,CNW,N
1765,China Ocean Helicopter Corporation,,CHC,N
1766,China Postal Airlines,8Y,CYZ,N
1767,China Southern Airlines,CZ,CSN,Y
1768,China Southwest Airlines,,CXN,N
1769,China United Airlines,HR,CUA,Y
1770,China Xinhua Airlines,XO,CXH,N
1771,Yunnan Airlines,3Q,CYH,Y
1772,Chinguetti Airlines,,CGU,N
1773,Chipola Aviation,,CEP,N
1774,Chippewa Air Commuter,,CPW,N
1775,Chitaavia,X7,CHF,N
1776,Christman Air System,,CAS,N
1777,Christophorus Flugrettungsverein,,OEC,N
1778,Chrome Air Services,,CHO,N
1779,Church Aircraft,,CHU,N
1780,Cielos Airlines,A2,CIU,N
1781,Cimber Air,QI,CIM,Y
1782,Cirrus,,RRU,N
1783,Cirrus Air,,NTS,N
1784,Cirrus Airlines,C9,RUS,Y
1785,Cirrus Middle East,,JTI,N
1786,Citationshares,,FIV,N
1787,Citibank,,XCX,N
1788,Citic General Aviation,,HZX,N
1789,City Airline,CF,SDR,Y
1790,City Connexion Airlines,G3,CIX,Y
1791,City of Bangor,,XBG,N
1792,CityJet,WX,BCY,Y
1793,Cityair (Chester) Limited,,CAQ,N
1794,Cityfly,,CII,N
1795,BA CityFlyer,CJ,CFE,Y
1796,Cityline Hungary,,CNB,N
1797,Citylink Airlines,,HSR,N
1798,Civair Airways,,CIW,N
1799,Civil Air Patrol South Carolina Wing,,BKR,N
1800,Civil Air Transport,CT,CAT,N
1801,Civil Aviation Authority,,CIA,N
1802,Civil Aviation Authority of New Zealand,,CIV,N
1803,Civil Aviation Inspectorate of the Czech Republic,,CBA,N
1804,Claessens International Limited,,FMC,N
1805,Clark Aviation,,CLK,N
1806,Clasair,,CSF,N
1807,Clay Lacy Aviation,,CLY,N
1808,Click Airways,,CGK,Y
1809,Cloud 9 Air Charters,,CLZ,N
1810,Clowes Estates Limited,,CLD,N
1811,Club 328,,SDJ,N
1812,Club Air,6P,ISG,N
1813,Coast Air,BX,CST,N
1814,Coastal Air,DQ,,Y
1815,Coastal Air Transport,,TCL,N
1816,Coastal Airways,,CNG,N
1817,Coastal Travels,,CSV,N
1818,Cohlmia Aviation,,CHL,N
1819,Colaereos,,OLR,N
1820,Colemill Enterprises,,CLE,N
1821,Colgan Air,9L,CJC,Y
1822,Colibri Aviation,,CAE,N
1823,Colt International,,CCX,N
1824,Columbia Airlines,,COL,N
1825,Columbia Helicopters,,WCO,N
1826,Columbus Air Transport,,KLR,N
1827,Colvin Aviation,,GHP,N
1828,Comair,OH,COM,Y
1829,Comair,MN,CAW,Y
1830,Comed Group,,CDE,N
1831,Comeravia,,CVV,N
1832,Comercial Aerea,,CRS,N
1833,Comet Airlines,,CMG,N
1834,Comfort Air,,FYN,N
1835,Comlux Aviation,,CLA,N
1836,Commair Aviation,,CMH,N
1837,Commandement Du Transport Aerien Militaire Francais,,CTM,N
1838,Commander Air Charter,,CML,N
1839,Commander Mexicana,,CRM,N
1840,Commercial Aviation,,CMS,N
1841,Commodore Aviation,,GAR,N
1842,Commonwealth Jet Service,,CJS,N
1843,CommutAir,C5,UCA,Y
1844,Comores Airlines,KR,CWK,Y
1845,Compagnia Generale Ripreseaeree,,CGR,N
1846,Compagnie Aerienne du Mali,,CMM,N
1847,Compagnie Mauritanienne Des Transports,,CPM,N
1848,Compagnie de Bauxites de Guinee,,GIC,N
1849,Compania Aerea de Valencia,,AIF,N
1850,Compania Aerotecnicas Fotograficas,,ATF,N
1851,Compania Boliviana de Transporte Aereo Privado Aerosur,,ASU,N
1852,Compania De Actividades Y Servicios De Aviacion,,LCT,N
1853,Compania Ejecutiva,,EJV,N
1854,Compania Helicopteros Del Sureste,,HSE,N
1855,Compania Mexicana De Aeroplanos,,MDR,N
1856,Compania Mexicargo,GJ,MXC,N
1857,Compania Transportes Aereos Del Sur,,HSS,N
1858,Compania de Servicios Aereos Tavisa,,TAV,N
1859,Company Flight,,CYF,N
1860,Compass Airlines,CP,CPZ,Y
1861,Compass International Airways,,CPS,N
1862,Compuflight Operations Service,,XCO,N
1863,Compuserve Incorporated,,XCS,N
1864,Conair Aviation,,CRC,N
1865,Concordavia,,COD,N
1866,Condor Aero Services,,CNR,N
1867,Condor,,CIB,N
1868,Condor Flugdienst,DE,CFG,Y
1869,Confort Air,,COF,N
1870,Congo Air,,CAK,N
1871,Congressional Air,,CGA,N
1872,Conifair Aviation,,ROY,N
1873,Connectair Charters,,BSN,N
1874,Conquest Airlines,,CAC,N
1875,Conroe Aviation Services,,CXO,N
1876,Consorcio Aviaxsa,6A,CHP,Y
1877,Consorcio Helitec,,VCH,N
1878,Constanta Airline,,UZA,N
1879,Contact Air,C3,KIS,Y
1880,Contel ASC,,XCL,N
1881,Continental Airlines,CO,COA,Y
1882,Continental Airways,PC,PVV,N
1883,Continental Express,CO,,Y
1884,Continental Micronesia,CS,CMI,Y
1885,Continental Oil,,CON,N
1886,Conviasa,V0,VCV,Y
1887,Cook Inlet Aviation,,CKA,N
1888,Cooper Aerial Surveys,,SVY,N
1889,Copa Airlines,CM,CMP,Y
1890,Copenhagen Airtaxi,,CAT,N
1891,Copper State Air Service,,COP,N
1892,Copterline,,AAQ,Y
1893,Coptrade Air Transport,,CCW,N
1894,Corendon Airlines,,CAI,Y
1895,Coronado Aerolineas,,CRA,N
1896,Corpac Canada,,CPB,N
1897,Corporacion Aereo Cencor,,CNC,N
1898,Corporacion Aeroangeles,,CPG,N
1899,Corporacion Paraguaya De Aeronautica,,CGY,N
1900,Corporate Air,,CPT,N
1901,Corporate Air,,CPR,N
1902,Corporate Aircraft Company,,CPO,N
1903,Corporate Airlink,,COO,N
1904,Corporate Aviation Services,,CKE,N
1905,Corporate Flight International,,VHT,N
1906,Corporate Flight Management,,VTE,N
1907,Corporate Jets,,CJI,N
1908,Corsairfly,SS,CRL,Y
1909,Corse-Mediterranee,XK,CCM,Y
1910,Cosmic Air,F5,COZ,N
1911,Cougar Helicopters,,CHI,N
1912,Coulson Flying Service,,MGB,N
1913,Country Connection Airlines,,NSW,N
1914,Country International Airlines,,CIK,N
1915,Courier Services,,CSD,N
1916,Court Helicopters,,CUT,N
1917,Coval Air,,CVL,N
1918,Cowi,,COW,N
1919,Coyne Aviation,,COY,N
1920,Cranfield University,,CFD,N
1921,Cree Airways,,CRE,N
1922,Crelam,,ELM,N
1923,Crest Aviation,,CAN,Y
1924,Crimea Universal Avia,,KRM,N
1925,Croatia Airlines,OU,CTN,Y
1926,Croatian Air Force,,HRZ,N
1927,Cross Aviation,,CRX,N
1928,Crossair Europe,QE,ECC,N
1929,Crow Executive Air,,CWX,N
1930,Crown Air Systems,,CKR,N
1931,Crown Airways,,CRO,Y
1932,Crownair,,CRW,N
1933,Cruiser Linhas Aereas,,VCR,N
1934,Cryderman Air Service,,CTY,N
1935,Crystal Shamrock,,CYT,N
1936,Cubana de Aviación,CU,CUB,Y
1937,Cumberland Airways (Nicholson Air Service),,CBL,N
1938,Custom Air Transport,,CTT,N
1939,Cygnus Air,,RGN,N
1940,Cyprair Tours,,CYC,N
1941,Cypress Airlines,,CYS,N
1942,Cyprus Airways,CY,CYP,Y
1943,Cyprus Turkish Airlines,YK,,Y
1944,Czech Air Force,,CEF,N
1945,Czech Air Handling,,AHD,N
1946,Czech Airlines,OK,CSA,Y
1947,Czech Government Flying Service,,CIE,N
1948,D & D Aviation,,DDA,N
1949,D&K Aviation,,DNK,N
1950,DAP Helicopteros,,DHE,N
1951,DFS UK Limited,,VLF,N
1952,DAS Air Cargo,WD,DSR,N
1953,DAS Airlines,,RKC,N
1954,DAT Danish Air Transport,DX,DTR,Y
1955,DAT Enterprise Limited,,ENT,N
1956,DERA Boscombe Down,,BDN,N
1957,DESNA,,DSN,N
1958,DETA Air,,DET,N
1959,DGO Jet,,DGO,N
1960,DHL Aero Expreso,,DAE,N
1961,DHL Air,,DHK,N
1962,DHL Aviation,,DHV,N
1963,DHL International,ES,DHX,N
1964,DHL de Guatemala,L3,JOS,N
1965,DSWA,,RSK,N
1966,Daallo Airlines,D3,DAO,Y
1967,Dagestan Airlines,N2,DAG,N
1968,Dahla Airlines,,DHA,N
1969,Daimler Chrysler Aviation,,DCS,N
1970,Daimler-Chrysler,,DCX,N
1971,Daka,,DKA,N
1972,Dala Air Services,,DLR,N
1973,Dalavia,H8,KHB,Y
1974,Dallas Express Airlines,,DXP,N
1975,Damascene Airways,,DAS,N
1976,Danbury Airways,,DSA,N
1977,Dancopter,,DOP,N
1978,Danish Air Force,,DAF,N
1979,Danish Army,,DAR,N
1980,Danish Navy,,DNY,N
1981,Danu Oro Transportas,,DNU,N
1982,Darta,,DRT,N
1983,Darwin Airline,0D,DWT,Y
1984,Dasab Airlines,,DSQ,N
1985,Dash Air Charter,,DSH,N
1986,Dash Aviation,,GOB,N
1987,Dasnair,,DGX,N
1988,Dassault Aviation,,DAB,N
1989,Dassault Falcon Jet Corporation,,CVF,N
1990,Dassault Falcon Service,,DSO,N
1991,Data International,,DTN,N
1992,Date Transformation Corp,,XDT,N
1993,Dauair,D5,DAU,N
1994,David Crawshaw Consultants Limited,,DCO,N
1995,Dawn Air,,DWN,N
1996,DayJet,,DJS,N
1997,Daya Aviation,,DAY,N
1998,De Havilland,,DHC,N
1999,Deadalos Flugtbetriebs,,IAY,N
2000,Decatur Aviation,,DAA,N
2001,Deccan Aviation,,DKN,N
2002,Deccan Aviation (Lanka),,DLK,N
2003,Deer Jet,,DER,N
2004,Deere and Company,,JDC,N
2005,Delaware Skyways,,DWR,N
2006,Delta Aerotaxi,,DEA,Y
2007,Delta Air Charter,,SNO,N
2008,Delta Air Elite,,ELJ,N
2009,Delta Air Lines,DL,DAL,Y
2010,Delta Engineering Aviation,,KMB,N
2011,Delta Express International,,DLI,N
2012,Delta State University,,DSU,N
2013,Denim Air,,DNM,Y
2014,Denver Express,,FEC,N
2015,Denver Jet,,DJT,N
2016,Departmento De Agricultura De La Generalitat De Cataluna,,FGC,N
2017,Deraya Air Taxi,,DRY,N
2018,Des R Cargo Express,,DRX,N
2019,Desarrollo Milaz,,MIZ,N
2020,Destiny Air Services,,DTY,N
2021,Deutsche Bahn,2A,,Y
2022,Deutsche Rettungsflugwacht,1I,AMB,N
2023,Deutsches Zentrum fur Luft-und Raumfahrt EV,,LFO,N
2024,Di Air,,DIS,N
2025,Diamond Aviation,,SPK,N
2026,Didier Rousset Buy,,DRB,N
2027,Digital Equipment Corporation,,DGT,N
2028,Dinar,D7,RDN,N
2029,Diplomatic Freight Services,,DIP,N
2030,Direccion General de Aviacion Civil y Telecomunicasciones,,ENA,N
2031,Direct Air,,DIA,N
2032,Direct Air trading as Midway Connection,,XAP,N
2033,Direct Flight,,DCT,N
2034,Sky Express,,SXP,N
2035,Dirgantara Air Service,AW,DIR,N
2036,Discover Air,,DCV,N
2037,Discovery Airways,DH,DVA,N
2038,Dispatch Services,,XDS,N
2039,Dix Aviation,,DIX,N
2040,Dixie Airways,,DEE,N
2041,Djibouti Airlines,D8,DJB,Y
2042,Dniproavia,,UDN,Y
2043,Flying Dolphin Airlines,,FDN,N
2044,Dolphin Express Airlines,,IXX,N
2045,Dome Petroleum,,DPL,N
2046,Dominguez Toledo (Grupo Mayoral),,MYO,N
2047,Dominicana de Aviaci,DO,DOA,Y
2048,Domodedovo Airlines,E3,DMO,Y
2049,Don Avia,,DVB,N
2050,Donair Flying Club,,DON,N
2051,DonbassAero,5D,UDC,Y
2052,Dorado Air,,DAD,N
2053,Dornier,,DOR,N
2054,Dornier Aviation Nigeria,,DAV,N
2055,Dos Mundos,,DOM,N
2056,Dragonair,KA,HDA,Y
2057,Dreamcatcher Airways,,DCA,N
2058,Druk Air,KB,DRK,Y
2059,Drummond Island Air,,DRE,N
2060,Dubai Airwing,,DUB,N
2061,Dubrovnik Air,,DBK,Y
2062,Ducair,,DUK,N
2063,Duchess of Britany (Jersey) Limited,,DBJ,N
2064,UK Royal/HRH Duke of York,,LPD,N
2065,Dun'Air,,DUN,N
2066,Duncan Aviation,,PHD,N
2067,Dunyaya Bakis Hava Tasimaciligi,,VVF,N
2068,Duo Airways,,DUO,N
2069,Durango Jet,,DJE,N
2070,Dutch Antilles Express,,DNL,Y
2071,Dutch Caribbean Express,,DCE,N
2072,Dutchbird,,DBR,N
2073,Dwyer Aircraft Services,,DFS,N
2074,Dynair Services,,XDY,N
2075,Dynamair Aviation,,DNR,N
2076,Dynamic Air,,DYE,N
2077,dba,DI,BAG,Y
2078,E H Darby Aviation,,EHD,N
2079,Electronic Data Systems,1C,,N
2080,Electronic Data Systems,,1Y,N
2081,EAA Escola De Aviacao Aerocondor,,EAD,N
2082,Executive Airlines Services,,EXW,N
2083,EFAOS- Agencia De Viagens e Turismo,,EFS,N
2084,EFD Eisele Flugdienst,,EFD,N
2085,EFS-Flugservice,,FSD,N
2086,EIS Aircraft,,EIS,N
2087,EPAG Groupe Air France,,IAG,N
2088,ESI Eliservizi Italiani,,ESI,N
2089,EU Airways,,EUY,N
2090,EUjet,VE,EUJ,N
2091,EVA Air,BR,EVA,Y
2092,Eagle Aero,,ICR,N
2093,Eagle Air,,EGR,N
2094,Eagle Air,H7,,Y
2095,Eagle Air Company,,EGX,N
2096,Eagle Air Iceland,,FEI,N
2097,Eagle Aviation,,EGU,N
2098,Eagle Aviation,,GYP,N
2099,Eagle Aviation France,,EGN,N
2100,Eagle International,,SEG,N
2101,Eagle Jet Charter,,EGJ,N
2102,Eaglemed (Ballard Aviation),,EMD,N
2103,Earth Airlines Services,,ERX,N
2104,East African,QU,UGX,Y
2105,East African Safari Air,S9,HSA,N
2106,East African Safari Air Express,,EXZ,N
2107,East Asia Airlines,,EMU,N
2108,East Coast Airways,,ECT,N
2109,East Coast Jets,,ECJ,N
2110,East Hampton Aire,,EHA,N
2111,East Kansas City Aviation,,EKC,N
2112,East Midlands Helicopters,,CTK,N
2113,East Star Airlines,,DXH,N
2114,East-West Airlines,,EWA,N
2115,Eastern Air,,EAZ,N
2116,Eastern Air Executive,,EAX,N
2117,Eastern Airways,T3,EZE,Y
2118,Eastern Australia Airlines,,EAQ,N
2119,Eastern Carolina Aviation,,ECI,N
2120,Eastern Executive Air Charter,,GNS,N
2121,Eastern Express,,LIS,N
2122,Eastern Metro Express,,EME,N
2123,Eastern Pacific Aviation,,EPB,N
2124,Eastern Sky Jets,,ESJ,N
2125,Eastland Air,DK,ELA,Y
2126,Eastwind Airlines,W9,SGR,N
2127,Easy Link Aviation Services,,FYE,N
2128,Eckles Aircraft,,CMN,N
2129,Eclipse Aviation,,EJT,N
2130,Eco Air,,ECQ,N
2131,Ecoair,,DEI,N
2132,Ecomex Air Cargo,,ECX,N
2133,Ecotour,,ECD,N
2134,Ecoturistica de Xcalak,,XCC,N
2135,Ecuatoguineana De Aviacion (EGA),,ECV,N
2136,Ecuatorial Cargo,,EQC,N
2137,Ecuavia,,ECU,Y
2138,Edelweiss Air,WK,EDW,Y
2139,Edgartown Air,,SLO,N
2140,Edinburgh Air Charter,,EDC,N
2141,Edwards Jet Center of Montana,,EDJ,N
2142,Efata Papua Airlines,,EIJ,N
2143,Egyptair,MS,MSR,Y
2144,Egyptair Cargo,,MSX,N
2145,Egyptian Air Force,,EGY,N
2146,Egyptian Aviation,,EJX,N
2147,Egyptian Aviation Company,,EMA,N
2148,Ei Air Exports,,EIX,N
2149,Eirjet,,EIR,N
2150,El Al Israel Airlines,LY,ELY,Y
2151,El Caminante Taxi Aereo,,CMX,N
2152,El Quilada International Aviation,,GLQ,N
2153,El Sal Air,,ELS,N
2154,El Sol De America,,ESC,N
2155,El-Buraq Air Transport,UZ,BRQ,Y
2156,Elan Express,,ELX,N
2157,Elbe Air Transport,,LBR,N
2158,Elbrus-Avia Air Enterprise,,NLK,N
2159,Eldinder Aviation,,DND,N
2160,Elicar,,PDV,N
2161,Elidolomiti,,EDO,N
2162,Elieuro,,ELB,N
2163,Elifriulia,,EFG,N
2164,Elilario Italia,,ELH,N
2165,Elilombarda,,EOA,N
2166,Elimediterranea,,MEE,N
2167,Elios,,VUL,N
2168,Elipiu',,IEP,N
2169,Elisra Airlines,,RSA,N
2170,Elite Air,,EAI,N
2171,Elite Jets,,EJD,N
2172,Elitellina,,FGS,N
2173,Elliott Aviation,,ELT,N
2174,Elmagal Aviation Services,,MGG,N
2175,Elrom Aviation and Investments,,ELR,N
2176,Embassy Airlines,,EAM,N
2177,Embassy Freight Company,,EFT,N
2178,Empresa Brasileira De Aeronautica,,EMB,N
2179,Embry-Riddle Aeronautical University,,XSL,N
2180,Emerald Airways,,JEM,N
2181,Emery Worldwide Airlines,,EWW,N
2182,Emetebe,,EMT,N
2183,Emirates,EK,UAE,Y
2184,Emoyeni Air Charter,,SBC,N
2185,Empire Air Service,,EMP,N
2186,Empire Airlines,EM,CFS,N
2187,Empire Aviation Services,,MPR,N
2188,Empire Test Pilots' School,,ETP,N
2189,Empresa (Aero Uruguay),,AUO,N
2190,Empresa Aero-Servicios Parrague,,PRG,N
2191,Empresa Aerocaribbean,,CRN,N
2192,Empresa Aviacion Interamericana,,VNA,N
2193,Empresa Ecuatoriana De Aviacion,EU,EEA,Y
2194,Empresa Nacional De Servicios Aereos,,CNI,N
2195,Empresa Venezolana,,VNE,N
2196,Empresa de Aviacion Aerogaviota,,GTV,N
2197,Empressa Brasileira de Infra-Estrutura Aeroportuaria-Infraero,,XLT,N
2198,Endecots,,ENC,N
2199,Enimex,,ENI,N
2200,Enkor JSC,G8,ENK,N
2201,Enrique Gleisner Vivanco,,EGV,N
2202,Ensenada Vuelos Especiales,,ESE,N
2203,Entergy Services,,ENS,N
2204,Enterprise World Airways,,EWS,N
2205,Eos Airlines,E0,ESS,N
2206,Equaflight Service,,EKA,N
2207,Equatair Air Services (Zambia),,EQZ,N
2208,Equatorial Airlines,,EQT,N
2209,Era Helicopters,,ERH,N
2210,Eram Air,,IRY,N
2211,Erfoto,,ERF,N
2212,Erie Airways,,ERE,N
2213,Eritrean Airlines,B8,ERT,Y
2214,Escuela De Pilotos Are Aviacion,,CTV,N
2215,Espace Aviation Services,,EPC,N
2216,Esso Resources Canada,,ERC,N
2217,Estafeta Carga Aerea,E7,ESF,N
2218,Estonian Air,OV,ELL,Y
2219,Estrellas Del Aire,,ETA,N
2220,Ethiopian Airlines,ET,ETH,Y
2221,Eti 2000,,MJM,N
2222,Etihad Airways,EY,ETD,Y
2223,Etram Air Wing,,ETM,N
2224,Euraviation,,EVN,N
2225,Euro Continental AIE,,ECN,N
2226,Euro Exec Express,RZ,,Y
2227,Euro Sun,,ESN,N
2228,Euro-Asia Air,,EAK,N
2229,Euro-Asia Air International,,KZE,N
2230,EuroAtlantic Airways,,MMZ,N
2231,EuroJet Aviation,,GOJ,N
2232,Euroair,,EUP,N
2233,Euroamerican Air,,EUU,N
2234,Euroceltic Airways,,ECY,N
2235,Eurocontrol,,EUC,N
2236,Eurocopter,,ECF,N
2237,Eurocypria Airlines,UI,ECA,Y
2238,Eurofly,,EEZ,N
2239,Eurofly Service,GJ,EEU,Y
2240,Euroguineana de Aviacion,,EUG,N
2241,Eurojet Italia,,ERJ,N
2242,Eurojet Limited,,JLN,N
2243,Eurojet Romania,,RDP,N
2244,Eurojet Servis,,EJS,N
2245,Eurolot,K2,ELO,Y
2246,Euromanx Airways,3W,EMX,N
2247,Europe Air Lines,,GED,N
2248,Europe Airpost,,FPO,N
2249,European 2000 Airlines,,EUT,N
2250,European Aeronautical Group UK,,EAG,N
2251,European Air Express,EA,EAL,Y
2252,European Air Transport,QY,BCS,N
2253,European Aviation Air Charter,E7,EAF,N
2254,European Business Jets,,EBJ,N
2255,European Coastal Airlines,,ECB,N
2256,European Executive,,ETV,N
2257,European Executive Express,,EXC,N
2258,Eurosense,,EBG,N
2259,Euroskylink,,ESX,N
2260,Eurowings,EW,EWG,Y
2261,Evergreen International Airlines,EZ,EIA,Y
2262,Everts Air Alaska/Everts Air Cargo,,VTS,N
2263,Examiner Training Agency,,EMN,N
2264,Excel Airways,JN,XLA,Y
2265,Excel Charter,,XEL,Y
2266,Excellent Air,,GZA,N
2267,Execair Aviation,MB,EXA,N
2268,Execujet Charter,,VCN,N
2269,Execujet Middle East,,EJO,N
2270,Execujet Scandinavia,,VMP,N
2271,Executive Aerospace,,EAS,N
2272,Executive Air,,LFL,N
2273,Executive Air Charter,,EAC,N
2274,Executive Air Fleet,,XAF,N
2275,Executive Aircraft Charter and Charter Services,,ECS,N
2276,Executive Aircraft Services,,XAH,N
2277,Executive Airlines,OW,EXK,N
2278,Executive Airlines,,EXU,N
2279,Executive Aviation Services,,JTR,N
2280,Executive Flight,,EXE,N
2281,Executive Flight Operations Ontario Government,,TRI,N
2282,Executive Jet Charter,,EXJ,N
2283,Executive Jet Management,,EJM,N
2284,Executive Turbine Aviation,,TEA,N
2285,Eximflight,,EXF,N
2286,Exin,,EXN,N
2287,Expertos En Carga,,EXR,N
2288,Expo Aviation,8D,EXV,N
2289,Express Air,,FXA,N
2290,Express International Cargo,,EIC,N
2291,Express Line Aircompany,,XPL,N
2292,Express Net Airlines,,XNA,N
2293,Express One International,EO,LHN,Y
2294,Express Tours,,XTO,N
2295,ExpressJet,XE,BTA,Y
2296,Exxavia Limited,,JTM,N
2297,easyJet,U2,EZY,Y
2298,NetJets,,EJA,N
2299,F.S. Air Service,,EYE,N
2300,FAI Airservice,,IFA,N
2301,FINFO Flight Inspection Aircraft,,FLC,N
2302,FLM Aviation Mohrdieck,,FKI,N
2303,FLTPLAN,,DCM,N
2304,FLowair Aviation,,FLW,N
2305,FMG Verkehrsfliegerschule Flughafen Paderborn-Lippstadt,,FMG,N
2306,FR Aviation,,FRA,N
2307,FSB Flugservice & Development,,FSB,N
2308,FSH Luftfahrtunternehmen,,LEJ,N
2309,Fab Air,,FBA,N
2310,Facts Air,,FCS,N
2311,Fair Aviation,,FAV,N
2312,Fair Wind Air Charter,,FWD,N
2313,Fairlines,,FLS,N
2314,Fairoaks Flight Centre,,FFC,N
2315,Fairways Corporation,,FWY,N
2316,Falcon Air,,FCN,N
2317,Falcon Air,,FAR,N
2318,Falcon Air Express,,FAO,N
2319,Falcon Airline,,FAU,N
2320,Falcon Aviation,IH,,N
2321,Falcon Aviation Services,,FVS,N
2322,Falcon Jet Centre,,FJC,N
2323,Falwell Aviation,,FAW,N
2324,Far Eastern Air Transport,EF,EFA,Y
2325,Farmingdale State University,,FDL,N
2326,Farnair Hungary,,FAH,N
2327,Farnair Netherlands,,FRN,N
2328,Farnair Switzerland,,FAT,N
2329,Farnas Aviation Services,,RAF,N
2330,Faroecopter,,HBL,N
2331,Faroejet,F6,RCK,N
2332,Farwest Airlines,,FRW,N
2333,Faso Airways,F3,FSW,N
2334,Fast Helicopters,,FHL,N
2335,Fayban Air Services,,FAY,N
2336,Fayetteville Flying Service and Scheduled Skyways System,,SKM,N
2337,Federal Air,,FDR,N
2338,Federal Airlines,,FLL,N
2339,Federal Armed Forces,,DCN,N
2340,Federal Armored Service,,FRM,N
2341,Federal Aviation Administration,,NHK,N
2342,Federal Express,FX,FDX,N
2343,Feniks Airline,,FNK,N
2344,Feria Aviacion,,FER,N
2345,Fika Salaama Airlines,N8,HGK,N
2346,Finalair Congo,4S,FNC,N
2347,Financial Airxpress,,FAK,N
2348,Fine Airlines,,FBF,N
2349,Finist'air,,FTR,N
2350,Finnair,AY,FIN,Y
2351,Finncomm Airlines,FC,WBA,Y
2352,Finnish Air Force,,FNF,N
2353,Firefly,FY,FFM,Y
2354,First Air,7F,FAB,Y
